#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
1235000,1234.99999998,-576631.439869,300.461012164,1.00582517132,23.2
1236000,1235.99999998,-576139.340087,300.161337618,1.00285543714,23.2
1237000,1236.99999998,-578434.939264,300.548772192,1.00786079457,23.2
1238000,1237.99999998,-576848.601058,297.180616174,1.00467285314,23.2
1239000,1238.99999998,-577726.452755,299.940484684,1.00617413299,23.2
1240000,1239.99999998,-576187.983688,297.91898998,1.00352314591,23.2
1241000,1240.99999998,-576933.272603,303.115264609,1.00329679068,23.2
1242000,1241.99999998,-575450.83442,297.297830178,1.00087977365,23.2
1243000,1242.99999998,-575961.758519,300.231202271,1.00427636965,23.2
1244000,1243.99999998,-575074.577146,299.816566664,1.00485722764,23.2
1245000,1244.99999998,-575480.070657,298.338150466,1.00500891706,23.2
1246000,1245.99999998,-575997.368779,302.702144127,1.00339291202,23.2
1247000,1246.99999998,-576361.020492,299.976235079,1.00525480034,23.2
1248000,1247.99999998,-577724.932284,298.071564198,1.00523018149,23.2
1249000,1248.99999998,-576626.252037,298.420606282,1.00708211242,23.2
1250000,1249.99999998,-576257.519316,299.059326075,1.00840845653,23.2
1251000,1250.99999998,-577254.012362,301.351799218,1.00876532795,23.2
1252000,1251.99999998,-575732.44931,301.571878808,1.00380156334,23.2
1253000,1252.99999998,-576301.987577,300.43390008,1.00527419126,23.2
1254000,1253.99999998,-575685.290711,300.362457534,1.00097422358,23.2
1255000,1254.99999998,-576427.602442,298.287992479,1.00082305523,23.2
1256000,1255.99999998,-577556.927474,299.337882173,1.00452233659,23.2
1257000,1256.99999998,-577064.550506,299.708354583,1.00421450239,23.2
1258000,1257.99999998,-576532.092123,299.615553616,1.00289944059,23.2
1259000,1258.99999998,-576692.737555,299.5198452,1.0034651349,23.2
1260000,1259.99999998,-575771.493384,300.467491923,1.00217851198,23.2
1261000,1260.99999998,-576582.449331,299.658311131,1.00529135391,23.2
1262000,1261.99999998,-575689.262186,300.43352452,1.00095109862,23.2
1263000,1262.99999998,-576763.48874,302.088238952,1.00612479438,23.2
1264000,1263.99999998,-576536.341617,299.339623297,1.00448997039,23.2
1265000,1264.99999998,-577391.548167,300.131309159,1.00690025368,23.2
1266000,1265.99999998,-576030.025793,298.870653487,1.00399458867,23.2
1267000,1266.99999998,-577201.480217,303.332830254,1.0091595097,23.2
1268000,1267.99999998,-577770.738407,302.035522455,1.00422077695,23.2
1269000,1268.99999998,-576490.537069,298.869136902,0.999797943525,23.2
1270000,1269.99999998,-575716.676513,301.901287353,1.002455844,23.2
1271000,1270.99999998,-576893.249901,300.626629717,1.00480992286,23.2
1272000,1271.99999998,-576745.593119,298.457720255,1.00488483496,23.2
1273000,1272.99999998,-576047.509562,301.613614319,1.00498708734,23.2
1274000,1273.99999998,-576287.102207,299.228587669,1.00518006237,23.2
1275000,1274.99999998,-575506.877689,300.091912921,1.00452740297,23.2
1276000,1275.99999998,-576066.175443,303.142673187,1.00469178853,23.2
1277000,1276.99999998,-575290.815183,299.153055255,1.00698872542,23.2
1278000,1277.99999998,-576280.761668,298.206206012,1.00372804709,23.2
1279000,1278.99999998,-576470.110132,299.452245393,1.00681985579,23.2
1280000,1279.99999998,-576429.202647,299.000061931,1.005945671,23.2
1281000,1280.99999998,-575923.425194,298.159150562,1.00298036363,23.2
1282000,1281.99999998,-577170.519321,300.137064636,1.00216815297,23.2
1283000,1282.99999998,-576534.117253,299.18071055,1.00461335467,23.2
1284000,1283.99999998,-577194.666143,300.768435596,1.00224605633,23.2
1285000,1284.99999998,-577462.019315,303.383823943,1.00273146948,23.2
1286000,1285.99999998,-575248.477882,299.40019694,1.00496898492,23.2
1287000,1286.99999998,-574717.023712,301.02435203,1.00338397578,23.2
1288000,1287.99999998,-576532.550315,301.440009865,1.00490448278,23.2
1289000,1288.99999998,-576631.634558,297.971484642,1.0041802028,23.2
1290000,1289.99999998,-576863.759924,300.490990385,1.00648452913,23.2
1291000,1290.99999998,-577287.178062,300.122406064,1.00762886166,23.2
1292000,1291.99999998,-576207.037975,301.586705536,1.00406072268,23.2
1293000,1292.99999998,-576746.121475,299.263497391,1.00513469571,23.2
1294000,1293.99999998,-576637.468557,302.075050963,1.00542584481,23.2
1295000,1294.99999998,-575179.911553,300.963428797,1.00264158779,23.2
1296000,1295.99999998,-576938.146699,299.681006693,1.00413157995,23.2
1297000,1296.99999998,-576406.266318,301.070142797,1.00581745331,23.2
1298000,1297.99999998,-576546.76905,299.739983614,1.00435973168,23.2
1299000,1298.99999998,-577155.041957,301.666195111,1.00638187805,23.2
1300000,1299.99999998,-575250.913743,301.676367742,1.00379101506,23.2
1301000,1300.99999998,-577340.809188,298.93071249,1.00762652839,23.2
1302000,1301.99999998,-576695.06464,298.956383979,1.0014752239,23.2
1303000,1302.99999998,-576689.180238,302.046210775,1.00442339928,23.2
1304000,1303.99999998,-576093.913736,300.509838671,1.00279911307,23.2
1305000,1304.99999998,-576899.145134,299.161174184,1.00275921671,23.2
1306000,1305.99999998,-575666.601388,299.072973086,1.00308440395,23.2
1307000,1306.99999998,-575489.556174,300.247319549,1.00540446564,23.2
1308000,1307.99999998,-577689.562822,299.128771878,1.00628303522,23.2
1309000,1308.99999998,-577352.806139,300.011280279,1.00848382833,23.2
1310000,1309.99999998,-577256.638733,297.330945734,1.00731230464,23.2
1311000,1310.99999998,-577853.114361,300.965239402,1.00404570971,23.2
1312000,1311.99999998,-576726.456218,300.41827329,1.00197402846,23.2
1313000,1312.99999998,-575413.903073,301.771039768,1.00384263351,23.2
1314000,1313.99999998,-576078.527502,299.044068508,1.00250609025,23.2
1315000,1314.99999998,-577338.271244,299.238112726,1.00370887101,23.2
1316000,1315.99999998,-577329.230927,300.854048188,1.00474507251,23.2
1317000,1316.99999998,-576327.799819,300.410241377,1.00763432436,23.2
1318000,1317.99999998,-577469.558489,302.218393066,1.00712631269,23.2
1319000,1318.99999998,-577287.650799,299.91272528,1.00373416215,23.2
1320000,1319.99999998,-577047.67644,300.995409992,1.00836663953,23.2
1321000,1320.99999998,-576928.863023,299.529681449,1.00512385533,23.2
1322000,1321.99999998,-576652.109544,299.445124408,1.00610880782,23.2
1323000,1322.99999998,-576899.102316,300.734988114,1.00504783036,23.2
1324000,1323.99999998,-576161.736087,298.220515047,1.00232428959,23.2
1325000,1324.99999998,-575399.180401,298.795145163,1.00590087919,23.2
1326000,1325.99999998,-577409.407331,300.644750653,1.00607578599,23.2
1327000,1326.99999998,-577888.76905,297.358698377,1.00330943779,23.2
1328000,1327.99999998,-577331.499262,301.382167084,1.00316022869,23.2
1329000,1328.99999998,-577943.087914,299.053073825,1.00654561763,23.2
1330000,1329.99999998,-577936.601327,299.132364557,1.00810500349,23.2
1331000,1330.99999998,-578176.265894,299.227982057,1.007138853,23.2
1332000,1331.99999998,-577335.717078,300.33869367,1.00650393418,23.2
1333000,1332.99999998,-575436.184771,297.730980434,1.00617413226,23.2
1334000,1333.99999998,-576320.727674,301.09677059,1.00163108156,23.2
1335000,1334.99999998,-576344.492053,299.233595478,1.00693870992,23.2
1336000,1335.99999998,-575599.902862,299.847787361,1.00530664914,23.2
1337000,1336.99999998,-577487.727905,298.881621332,1.00223460103,23.2
1338000,1337.99999998,-576416.465281,300.169217454,1.00307102256,23.2
1339000,1338.99999998,-575548.752543,299.314455596,1.00275845297,23.2
1340000,1339.99999998,-574857.212897,299.009290419,0.998700618105,23.2
1341000,1340.99999998,-575830.032875,298.338783381,1.00255324409,23.2
1342000,1341.99999998,-576224.920145,297.593637645,1.0034910527,23.2
1343000,1342.99999998,-577086.302126,298.311961291,1.00451546185,23.2
1344000,1343.99999998,-576196.488769,299.657439034,1.00095425243,23.2
1345000,1344.99999998,-576795.710068,299.269528429,1.00250259459,23.2
1346000,1345.99999998,-574993.103613,301.103169607,1.0008210511,23.2
1347000,1346.99999998,-575339.763424,302.229895078,1.00261892931,23.2
1348000,1347.99999998,-576020.526206,299.855523701,1.00130120844,23.2
1349000,1348.99999998,-577042.61263,299.569177663,1.00590253982,23.2
1350000,1349.99999997,-576470.567203,299.284270031,1.00208671379,23.2
1351000,1350.99999997,-576283.922398,298.735909892,1.00440783408,23.2
1352000,1351.99999997,-575792.264382,301.494388004,1.00678876514,23.2
1353000,1352.99999997,-576821.489581,301.182056288,1.00557285195,23.2
1354000,1353.99999997,-575755.619652,299.928480314,1.00339110504,23.2
1355000,1354.99999997,-575869.735853,301.028854416,1.00250839957,23.2
1356000,1355.99999997,-574784.542604,298.789293059,1.00495928724,23.2
1357000,1356.99999997,-576169.33864,301.059432464,1.00434601215,23.2
1358000,1357.99999997,-575859.526534,299.770757069,1.00090516221,23.2
1359000,1358.99999997,-577287.157344,300.140807284,1.00485645974,23.2
1360000,1359.99999997,-574849.114526,301.617717284,1.00338865339,23.2
1361000,1360.99999997,-576315.125152,302.192004806,1.00385590954,23.2
1362000,1361.99999997,-576534.438861,298.204539614,1.00132202286,23.2
1363000,1362.99999997,-576938.690348,300.503375394,1.00621906153,23.2
1364000,1363.99999997,-576756.241675,300.944103736,1.00133483192,23.2
1365000,1364.99999997,-575541.916517,299.801624456,1.00001990952,23.2
1366000,1365.99999997,-576358.975251,299.421396766,1.00161707769,23.2
1367000,1366.99999997,-576678.472318,299.012570946,1.00172086425,23.2
1368000,1367.99999997,-576864.773072,299.234143146,1.00020837806,23.2
1369000,1368.99999997,-576712.950184,298.871056761,1.00172370829,23.2
1370000,1369.99999997,-576771.275486,300.147013361,1.00268454741,23.2
1371000,1370.99999997,-576762.215792,299.842519458,1.00219649914,23.2
1372000,1371.99999997,-577167.6652,301.840011052,1.00543322076,23.2
1373000,1372.99999997,-576598.937969,300.199970946,1.00598674667,23.2
1374000,1373.99999997,-575919.601133,297.993720233,1.00431096831,23.2
1375000,1374.99999997,-576132.14022,301.81773503,1.00479957935,23.2
1376000,1375.99999997,-575608.223265,302.222659859,1.00436066778,23.2
1377000,1376.99999997,-576503.625023,303.933765974,1.00625514527,23.2
1378000,1377.99999997,-577102.134309,298.132035394,1.00462158056,23.2
1379000,1378.99999997,-577450.027073,299.144911133,1.00929802399,23.2
1380000,1379.99999997,-577472.296895,299.838005059,1.00564362575,23.2
1381000,1380.99999997,-575794.25209,301.325431452,1.00275099848,23.2
1382000,1381.99999997,-576636.96365,302.828106837,1.00617741429,23.2
1383000,1382.99999997,-577327.15062,301.50856181,1.00669703396,23.2
1384000,1383.99999997,-577200.199644,299.177210058,1.00674178618,23.2
1385000,1384.99999997,-576668.252462,299.923247043,1.00271534426,23.2
1386000,1385.99999997,-577290.16659,300.536437719,1.00631891034,23.2
1387000,1386.99999997,-574956.999869,299.975033348,1.00454407015,23.2
1388000,1387.99999997,-576813.354488,299.429759883,1.0042447488,23.2
1389000,1388.99999997,-577705.926221,302.372547383,1.00810898625,23.2
1390000,1389.99999997,-576347.263841,298.331287636,1.00130504338,23.2
1391000,1390.99999997,-575668.798511,299.547019739,1.00637735152,23.2
1392000,1391.99999997,-575504.19142,299.352193938,1.00711883097,23.2
1393000,1392.99999997,-576378.631763,298.373866395,1.00349350454,23.2
1394000,1393.99999997,-576733.047434,300.054746736,1.00454033368,23.2
1395000,1394.99999997,-576437.362193,300.043900253,1.00303394668,23.2
1396000,1395.99999997,-576624.566536,298.964160475,1.00502932948,23.2
1397000,1396.99999997,-576484.772981,299.711129274,1.00023528056,23.2
1398000,1397.99999997,-575543.3712,297.30956886,1.00286426999,23.2
1399000,1398.99999997,-575970.236752,299.398739097,1.00431731455,23.2
1400000,1399.99999997,-576040.176244,301.115143319,1.00193317698,23.2
1401000,1400.99999997,-575840.305655,298.079529873,1.00127910837,23.2
1402000,1401.99999997,-575871.577599,298.87870278,1.00743810173,23.2
1403000,1402.99999997,-577802.229868,301.350857071,1.00897951421,23.2
1404000,1403.99999997,-576668.241779,302.773570618,1.002716739,23.2
1405000,1404.99999997,-576127.276537,298.379097837,0.999496097688,23.2
1406000,1405.99999997,-577234.110746,300.2735253,1.00606678216,23.2
1407000,1406.99999997,-577297.249957,301.551142043,1.00407108784,23.2
1408000,1407.99999997,-577468.828807,298.813049867,1.00462689412,23.2
1409000,1408.99999997,-576854.277983,297.250713456,1.00302091333,23.2
1410000,1409.99999997,-576752.747666,298.982957989,1.00641709679,23.2
1411000,1410.99999997,-576224.219499,299.733085466,1.00539180358,23.2
1412000,1411.99999997,-577570.032475,300.95564175,1.00153496361,23.2
1413000,1412.99999997,-575247.940168,302.161749049,0.999926429048,23.2
1414000,1413.99999997,-576550.749971,301.747313378,1.00238791661,23.2
1415000,1414.99999997,-576697.948016,297.566877048,1.00600451562,23.2
1416000,1415.99999997,-576898.710745,303.514904248,1.00475936839,23.2
1417000,1416.99999997,-577247.387957,299.787144353,1.00453366203,23.2
1418000,1417.99999997,-577683.63487,298.174834357,1.01042696438,23.2
1419000,1418.99999997,-574760.020194,300.531121353,1.00491538504,23.2
1420000,1419.99999997,-576445.087946,302.036047874,1.00754506496,23.2
1421000,1420.99999997,-577002.716409,300.006907596,1.00607856616,23.2
1422000,1421.99999997,-576228.584457,302.260282479,1.00512300842,23.2
1423000,1422.99999997,-576488.267946,300.330717618,1.00646153303,23.2
1424000,1423.99999997,-577489.91805,300.887571034,1.00580915611,23.2
1425000,1424.99999997,-577635.561115,296.848086697,1.00454187801,23.2
1426000,1425.99999997,-575429.689182,297.917201634,1.00127293278,23.2
1427000,1426.99999997,-576645.528573,302.237473374,1.00356428095,23.2
1428000,1427.99999997,-577121.429735,298.260903531,1.00602263114,23.2
1429000,1428.99999997,-575795.206249,300.319752361,1.00469304777,23.2
1430000,1429.99999997,-577949.359752,301.632757295,1.00403435122,23.2
1431000,1430.99999997,-576017.230172,303.072749345,1.00620895727,23.2
1432000,1431.99999997,-575813.764065,299.940223663,1.00559225663,23.2
1433000,1432.99999997,-577252.977819,300.23499344,1.00464294628,23.2
1434000,1433.99999997,-576434.089776,298.384500836,1.00382082668,23.2
1435000,1434.99999997,-576168.94123,300.302620931,1.00367656623,23.2
1436000,1435.99999997,-576559.949589,299.09522131,1.00341074534,23.2
1437000,1436.99999997,-576404.499896,298.652996707,1.00853227073,23.2
1438000,1437.99999997,-576746.739939,301.668130263,1.00486667692,23.2
1439000,1438.99999997,-576336.240372,302.581423287,1.00268015406,23.2
1440000,1439.99999997,-574755.96338,300.278144169,1.00714424061,23.2
1441000,1440.99999997,-576343.000799,299.658081923,1.00712566946,23.2
1442000,1441.99999997,-577795.7814,301.536222199,1.00576033852,23.2
1443000,1442.99999997,-576957.356668,299.6485299,1.00762760492,23.2
1444000,1443.99999997,-576973.427367,299.591223164,1.00447170434,23.2
1445000,1444.99999997,-576900.965224,302.332287002,1.00304746276,23.2
1446000,1445.99999997,-576872.781012,299.806636384,0.999045874186,23.2
1447000,1446.99999997,-575422.129917,300.305497194,0.999695358846,23.2
1448000,1447.99999997,-576879.830899,301.059685794,1.00600727052,23.2
1449000,1448.99999997,-577239.899622,299.285468181,1.00590955776,23.2
1450000,1449.99999997,-576787.409674,296.468722474,1.00696831397,23.2
1451000,1450.99999997,-576614.357674,301.521520038,1.0061907245,23.2
1452000,1451.99999997,-575827.923471,300.615202457,1.00095098741,23.2
1453000,1452.99999997,-576084.95174,301.286227742,1.00346247449,23.2
1454000,1453.99999997,-576167.825624,301.639332351,1.00140370394,23.2
1455000,1454.99999997,-575569.524152,301.301225629,1.00135041101,23.2
1456000,1455.99999997,-575912.452671,301.787128036,1.00406867623,23.2
1457000,1456.99999997,-576323.590626,299.92990759,1.00429950233,23.2
1458000,1457.99999997,-576726.620239,300.682451338,1.00224382211,23.2
1459000,1458.99999997,-576404.305336,298.154360979,1.00440140213,23.2
1460000,1459.99999997,-575733.163995,300.826391606,1.00199526638,23.2
1461000,1460.99999997,-575284.423839,299.975817065,1.00101374695,23.2
1462000,1461.99999997,-577008.745812,300.654946375,1.00616898137,23.2
1463000,1462.99999997,-575579.38739,299.305887613,1.00385821464,23.2
1464000,1463.99999997,-575198.937191,298.332750836,1.00329559836,23.2
1465000,1464.99999997,-574799.31326,299.094323935,1.00043445991,23.2
1466000,1465.99999997,-576980.409983,302.581657291,1.00207804185,23.2
1467000,1466.99999997,-576266.933696,298.674499998,1.00650073397,23.2
1468000,1467.99999997,-576245.500549,299.555143352,1.00458469893,23.2
1469000,1468.99999997,-576115.555424,300.23115317,1.00190710589,23.2
1470000,1469.99999997,-576169.988182,300.022336192,1.00249530391,23.2
1471000,1470.99999997,-575467.661374,300.387632961,1.00230727929,23.2
1472000,1471.99999997,-576387.094524,299.818372923,1.00305554344,23.2
1473000,1472.99999997,-576113.766801,304.183978899,1.00133431066,23.2
1474000,1473.99999997,-576420.407292,303.392357007,1.00369331989,23.2
1475000,1474.99999997,-574904.669086,298.890292877,1.00017744804,23.2
1476000,1475.99999997,-576709.386575,302.056966829,1.00368463314,23.2
1477000,1476.99999997,-576532.396692,300.515492447,1.00474510216,23.2
1478000,1477.99999997,-577152.097195,299.368196326,1.00442614318,23.2
1479000,1478.99999997,-574894.043031,297.370927205,1.00292032753,23.2
1480000,1479.99999997,-576681.929586,301.035759678,1.00725862552,23.2
1481000,1480.99999997,-577344.836316,298.268825044,1.0062007922,23.2
1482000,1481.99999997,-576064.039504,300.716530722,1.00698405543,23.2
1483000,1482.99999997,-576720.145098,300.354286167,1.00411676575,23.2
1484000,1483.99999997,-577745.409572,298.973296788,1.00603112372,23.2
1485000,1484.99999997,-578332.325473,296.797154225,1.00459029158,23.2
1486000,1485.99999997,-575898.319168,299.398287286,1.00094252058,23.2
1487000,1486.99999997,-576830.333337,299.813154485,1.00435285018,23.2
1488000,1487.99999997,-576340.251808,301.299382215,1.00488560399,23.2
1489000,1488.99999997,-575419.894531,298.745258014,1.00336349593,23.2
1490000,1489.99999997,-575991.847599,299.719042719,1.00016907597,23.2
1491000,1490.99999997,-576408.198653,301.114930788,1.00222026242,23.2
1492000,1491.99999997,-576353.059781,299.20459583,1.00171449529,23.2
1493000,1492.99999997,-576566.34613,298.171503414,1.00342950363,23.2
1494000,1493.99999997,-575836.962911,300.440223912,1.00617728965,23.2
1495000,1494.99999997,-576229.201101,298.744082948,1.00364971483,23.2
1496000,1495.99999997,-575621.772089,300.803260226,1.00209088471,23.2
1497000,1496.99999997,-576373.95076,301.194305603,1.0013898676,23.2
1498000,1497.99999997,-575611.78144,302.225087852,1.00083630845,23.2
1499000,1498.99999997,-575606.629265,300.7436926,1.00097621655,23.2
1500000,1499.99999997,-575761.17745,300.29715745,1.00204394548,23.2
1501000,1500.99999997,-575887.518577,300.907385626,0.998813225905,23.2
1502000,1501.99999997,-576676.227193,299.427482229,1.0027399477,23.2
1503000,1502.99999997,-576665.078119,300.483460251,1.00542262495,23.2
1504000,1503.99999997,-577229.55128,300.341883968,1.01046179819,23.2
1505000,1504.99999997,-576367.393973,300.521076253,1.0083042725,23.2
1506000,1505.99999997,-576097.840538,300.043573942,1.0054311344,23.2
1507000,1506.99999997,-576719.981594,301.623481725,1.00645881259,23.2
1508000,1507.99999997,-576085.433578,299.292856374,1.00193698249,23.2
1509000,1508.99999997,-576735.492579,299.493193468,1.00280436757,23.2
1510000,1509.99999997,-576840.436731,299.809794445,1.00204394751,23.2
1511000,1510.99999997,-575108.85924,299.711347584,1.00304285811,23.2
1512000,1511.99999997,-576890.7428,300.663728473,1.00378012707,23.2
1513000,1512.99999997,-575414.902381,298.4934086,1.00167117656,23.2
1514000,1513.99999997,-575879.793986,299.465427866,1.00028736397,23.2
1515000,1514.99999997,-576872.889838,301.353443982,1.00357260859,23.2
1516000,1515.99999997,-576082.00978,297.622313626,0.999871236244,23.2
1517000,1516.99999997,-576672.496176,300.228408369,1.00314529295,23.2
1518000,1517.99999997,-575772.828673,298.876091135,1.00015700217,23.2
1519000,1518.99999997,-575513.219656,301.079448356,1.00277744967,23.2
1520000,1519.99999997,-575997.973111,300.733504932,1.0015517723,23.2
1521000,1520.99999997,-576629.818611,301.704706967,1.00110001193,23.2
1522000,1521.99999997,-575745.894835,298.601384257,1.00330733796,23.2
1523000,1522.99999997,-577130.93797,298.374697788,1.00427436037,23.2
1524000,1523.99999997,-576874.891671,299.855517606,1.00654971826,23.2
1525000,1524.99999997,-576504.860076,300.923325904,1.00696942755,23.2
1526000,1525.99999997,-575635.655759,298.332766331,1.00512851303,23.2
1527000,1526.99999997,-576502.208581,300.743859975,1.00528264194,23.2
1528000,1527.99999997,-576210.02844,298.596625703,1.00231476004,23.2
1529000,1528.99999997,-576210.375738,298.172769244,1.00472070127,23.2
1530000,1529.99999997,-576090.089172,301.592320068,1.00238661625,23.2
1531000,1530.99999997,-575501.964525,298.661906268,1.00285035453,23.2
1532000,1531.99999997,-576066.82906,301.524781034,1.00583234108,23.2
1533000,1532.99999997,-576125.849444,298.552582696,1.00460352554,23.2
1534000,1533.99999997,-575635.64497,301.758095223,1.00793011534,23.2
1535000,1534.99999997,-576727.696796,300.152280079,1.00530137076,23.2
1536000,1535.99999997,-577240.03046,299.430983682,1.0052740748,23.2
1537000,1536.99999997,-577169.345047,300.655735788,1.00506153897,23.2
1538000,1537.99999997,-576997.566607,301.94055889,1.00273082211,23.2
1539000,1538.99999997,-577320.909728,298.951562537,1.00705988587,23.2
1540000,1539.99999997,-576800.536195,298.861248856,1.0052618591,23.2
1541000,1540.99999997,-576448.936525,300.15909012,1.00449916812,23.2
1542000,1541.99999997,-575707.028155,299.146610204,1.00334555927,23.2
1543000,1542.99999997,-575369.255536,299.873264701,1.0041866722,23.2
1544000,1543.99999997,-575623.392016,299.842022412,1.00087188189,23.2
1545000,1544.99999997,-575925.769024,300.34524144,1.00175767454,23.2
1546000,1545.99999997,-575026.789406,299.766440967,1.00233755458,23.2
1547000,1546.99999997,-576207.124354,300.691466865,1.00351063502,23.2
1548000,1547.99999997,-576928.62611,299.665824009,1.00653938512,23.2
1549000,1548.99999997,-576731.85983,300.886265429,1.00523364103,23.2
1550000,1549.99999997,-576799.753359,302.803945764,1.00469335639,23.2
1551000,1550.99999997,-576029.819882,298.705360849,1.00670817964,23.2
1552000,1551.99999997,-578287.592326,299.986543794,1.00749425533,23.2
1553000,1552.99999997,-575615.213599,302.718098198,1.00390759061,23.2
1554000,1553.99999997,-575880.806026,301.034376783,1.00353316149,23.2
1555000,1554.99999997,-575786.971326,301.142863307,1.00268237686,23.2
1556000,1555.99999997,-576092.591925,300.813652748,1.00286820166,23.2
1557000,1556.99999997,-576410.630815,300.967826813,1.00724225215,23.2
1558000,1557.99999997,-575470.723268,298.814325105,1.00181420151,23.2
1559000,1558.99999997,-576842.219267,299.173566401,1.00574633131,23.2
1560000,1559.99999997,-575898.231783,299.208002309,1.00404009684,23.2
1561000,1560.99999997,-576835.897073,300.619862964,1.00726540659,23.2
1562000,1561.99999997,-576832.348255,302.34424273,1.00888364754,23.2
1563000,1562.99999997,-576487.159598,299.876243571,1.0095726866,23.2
1564000,1563.99999997,-576904.387555,300.618028847,1.00847723633,23.2
1565000,1564.99999997,-576492.683548,300.118465891,1.00871858086,23.2
1566000,1565.99999997,-576469.520884,298.49755388,1.00785593891,23.2
1567000,1566.99999997,-577045.24952,300.392714793,1.00410898125,23.2
1568000,1567.99999997,-576056.840528,297.990042832,1.00374699845,23.2
1569000,1568.99999997,-576386.19576,299.018548845,1.00452200439,23.2
1570000,1569.99999997,-575854.287012,299.676728348,1.00384749968,23.2
1571000,1570.99999997,-576525.320467,304.123724622,1.00767974161,23.2
1572000,1571.99999997,-575794.600523,299.41209161,1.00688196695,23.2
1573000,1572.99999997,-576631.746503,299.239220397,1.00523676441,23.2
1574000,1573.99999997,-577304.831722,300.621822564,1.00676139331,23.2
1575000,1574.99999997,-576899.838531,298.141350412,1.00531941784,23.2
1576000,1575.99999997,-574922.240035,298.614457183,1.00207285721,23.2
1577000,1576.99999997,-575271.482469,301.718000762,1.00364148193,23.2
1578000,1577.99999997,-576007.510402,301.214587855,1.00444232555,23.2
1579000,1578.99999997,-577443.297288,298.984869792,1.00794266591,23.2
1580000,1579.99999997,-575303.395401,298.825817633,1.00636022559,23.2
1581000,1580.99999997,-575807.741075,300.632478008,1.00533858808,23.2
1582000,1581.99999997,-579248.592863,298.984166067,1.00704049241,23.2
1583000,1582.99999997,-577127.778912,300.411354818,1.00753114725,23.2
1584000,1583.99999997,-576256.196541,300.832948358,1.00633959836,23.2
1585000,1584.99999997,-576936.748283,299.489896559,1.00474687696,23.2
1586000,1585.99999997,-577862.844483,299.930788216,1.00462112592,23.2
1587000,1586.99999997,-577999.922317,298.991305739,1.00453016601,23.2
1588000,1587.99999997,-576309.39672,299.35003611,1.00132759279,23.2
1589000,1588.99999997,-576878.86279,298.184273704,1.00445439407,23.2
1590000,1589.99999997,-576028.494252,299.25416345,1.0040405305,23.2
1591000,1590.99999997,-575844.728961,300.550894712,1.00747224104,23.2
1592000,1591.99999997,-576318.2845,300.883430651,1.00580244845,23.2
1593000,1592.99999997,-576653.09059,300.272763402,1.00525138947,23.2
1594000,1593.99999997,-575726.565346,301.758909873,1.00030865681,23.2
1595000,1594.99999997,-575957.736608,299.575177511,1.0019969524,23.2
1596000,1595.99999997,-575573.726254,301.00355347,1.00364904844,23.2
1597000,1596.99999997,-575999.486414,299.440774513,1.00385410039,23.2
1598000,1597.99999997,-575395.191112,299.994093351,1.00140891778,23.2
1599000,1598.99999997,-575899.773656,300.363837421,1.00524521176,23.2
1600000,1599.99999997,-576764.933643,301.124914007,1.00627615849,23.2
1601000,1600.99999997,-576693.043789,298.110761688,1.00980882812,23.2
1602000,1601.99999997,-576961.327024,301.551675623,1.00716154311,23.2
1603000,1602.99999997,-575977.506432,299.088231469,1.00198120247,23.2
1604000,1603.99999997,-576176.429651,301.886172359,1.0045020603,23.2
1605000,1604.99999997,-577249.679435,299.871290144,1.00586799466,23.2
1606000,1605.99999997,-576561.732739,300.062314929,1.00214994225,23.2
1607000,1606.99999997,-577009.152474,298.741740966,1.0015949356,23.2
1608000,1607.99999997,-577335.736343,298.565498664,1.00170259328,23.2
1609000,1608.99999997,-576597.223801,297.288941365,1.0026013898,23.2
1610000,1609.99999997,-576181.428551,300.682702614,1.00253825686,23.2
1611000,1610.99999997,-575093.107493,299.87803532,1.00412590902,23.2
1612000,1611.99999997,-575370.325051,299.483974206,1.0013793054,23.2
1613000,1612.99999997,-576375.446558,301.140357255,1.00211753127,23.2
1614000,1613.99999997,-576066.949723,300.360393082,1.00119703485,23.2
1615000,1614.99999997,-576121.957166,298.973964265,1.00257479511,23.2
1616000,1615.99999997,-576283.126697,300.86130131,1.00859965932,23.2
1617000,1616.99999997,-576741.595418,298.745788495,1.00594247439,23.2
1618000,1617.99999997,-576460.603848,300.272795865,1.00384724459,23.2
1619000,1618.99999997,-576811.984538,299.831983707,1.00421846715,23.2
1620000,1619.99999997,-576626.664128,298.754799856,1.0040032896,23.2
1621000,1620.99999997,-577326.605985,297.321167247,1.00310304976,23.2
1622000,1621.99999997,-577180.196124,298.857054089,1.004938622,23.2
1623000,1622.99999997,-576138.124655,300.296964575,1.00362754776,23.2
1624000,1623.99999997,-576799.496415,300.107189473,1.00512066891,23.2
1625000,1624.99999997,-577236.90802,299.116798696,1.00908819427,23.2
1626000,1625.99999997,-576679.686899,302.030794292,1.00341834189,23.2
1627000,1626.99999997,-575733.132055,298.942247941,1.00600054264,23.2
1628000,1627.99999997,-577382.973349,300.722872355,1.00964683188,23.2
1629000,1628.99999997,-576874.47295,299.567972009,1.00697539224,23.2
1630000,1629.99999997,-577205.355632,301.882309104,1.00446738521,23.2
1631000,1630.99999997,-575827.047934,300.145977773,1.00491909362,23.2
1632000,1631.99999997,-577016.616475,300.525664328,1.00639152265,23.2
