#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
1131000,1130.99999998,-576368.17728,299.844576935,1.00449144087,18.4
1132000,1131.99999998,-576226.293507,299.373138085,1.00309674587,18.4
1133000,1132.99999998,-577131.194973,302.012334255,1.0028695199,18.4
1134000,1133.99999998,-577569.090134,302.036524662,1.0054624379,18.4
1135000,1134.99999998,-577174.199278,303.529224074,1.00890925773,18.4
1136000,1135.99999998,-574858.05184,300.101191458,1.00113685876,18.4
1137000,1136.99999998,-575503.410169,303.357394157,1.00363079379,18.4
1138000,1137.99999998,-575090.921409,299.403962167,1.00233288339,18.4
1139000,1138.99999998,-576661.728777,299.335404743,1.00528026939,18.4
1140000,1139.99999998,-575894.017414,297.859954946,1.00377538269,18.4
1141000,1140.99999998,-575924.231402,299.855122635,1.00320658082,18.4
1142000,1141.99999998,-575777.411188,297.705835173,1.00300407766,18.4
1143000,1142.99999998,-576675.911579,299.852098654,1.00365451706,18.4
1144000,1143.99999998,-576503.961531,300.410556411,1.00360396277,18.4
1145000,1144.99999998,-577525.034999,302.206565947,1.00572650368,18.4
1146000,1145.99999998,-576231.209696,297.814646037,1.0055242176,18.4
1147000,1146.99999998,-576272.116545,301.264815008,1.00350363644,18.4
1148000,1147.99999998,-577262.81112,302.688507202,1.00521060089,18.4
1149000,1148.99999998,-576102.085453,298.527161811,1.00423000077,18.4
1150000,1149.99999998,-576138.852439,299.353738569,1.00455969202,18.4
1151000,1150.99999998,-577033.862224,297.996881609,1.00304659162,18.4
1152000,1151.99999998,-576812.807894,299.196289628,1.00286945971,18.4
1153000,1152.99999998,-577158.69008,300.813446225,1.00546530186,18.4
1154000,1153.99999998,-576047.359287,297.624730674,1.00233061018,18.4
1155000,1154.99999998,-577634.575289,300.810634812,1.00575924095,18.4
1156000,1155.99999998,-577092.452674,299.961810015,1.00453885269,18.4
1157000,1156.99999998,-576358.488543,300.866736899,1.00247395157,18.4
1158000,1157.99999998,-577356.907441,301.321546142,1.00420522092,18.4
1159000,1158.99999998,-576662.932431,300.372638255,1.00664649635,18.4
1160000,1159.99999998,-576097.541906,300.255401437,1.00441413954,18.4
1161000,1160.99999998,-575622.130106,302.168145259,1.00262207047,18.4
1162000,1161.99999998,-577052.924476,299.262215289,1.00689995422,18.4
1163000,1162.99999998,-576545.920232,298.559020779,1.00198376147,18.4
1164000,1163.99999998,-576636.794626,300.339074565,1.00409074925,18.4
1165000,1164.99999998,-576833.856305,300.612300959,1.00598207679,18.4
1166000,1165.99999998,-575679.670453,299.657319647,1.00206902367,18.4
1167000,1166.99999998,-577032.02801,303.712938367,1.0022991513,18.4
1168000,1167.99999998,-577417.097385,300.73780691,1.00599112291,18.4
1169000,1168.99999998,-576115.042111,302.720070151,1.003558421,18.4
1170000,1169.99999998,-575945.284727,303.708307476,1.00449269404,18.4
1171000,1170.99999998,-576412.732476,300.591327428,1.00225030742,18.4
1172000,1171.99999998,-577587.937894,301.024036839,1.00914070411,18.4
1173000,1172.99999998,-577260.184828,299.97193623,1.00621955683,18.4
1174000,1173.99999998,-576857.184034,299.189048868,1.00380944631,18.4
1175000,1174.99999998,-575626.409708,301.235804811,1.00227073896,18.4
1176000,1175.99999998,-576827.114139,301.586838819,1.00251783699,18.4
1177000,1176.99999998,-576224.349459,300.649472333,1.00375842732,18.4
1178000,1177.99999998,-576047.669395,299.819246718,1.0047380778,18.4
1179000,1178.99999998,-576621.847111,301.450097098,1.00643639517,18.4
1180000,1179.99999998,-575499.010907,298.942222237,1.00590527448,18.4
1181000,1180.99999998,-576408.929189,299.887430125,1.00472128219,18.4
1182000,1181.99999998,-577333.04487,298.732342509,1.00588517192,18.4
1183000,1182.99999998,-576857.82786,301.130399456,1.00326445844,18.4
1184000,1183.99999998,-575898.484588,300.094350486,1.00345837624,18.4
1185000,1184.99999998,-575621.907332,300.538082962,1.00357557955,18.4
1186000,1185.99999998,-575945.012104,301.288709075,1.00498549683,18.4
1187000,1186.99999998,-576638.954652,302.534252387,1.00442238118,18.4
1188000,1187.99999998,-576223.724116,301.983230761,1.00176355176,18.4
1189000,1188.99999998,-576984.883503,301.442381078,1.00302329996,18.4
1190000,1189.99999998,-576248.358884,300.196998095,1.00385983838,18.4
1191000,1190.99999998,-576568.622163,298.912336799,1.00103758754,18.4
1192000,1191.99999998,-576128.312159,300.871255782,1.00220738217,18.4
1193000,1192.99999998,-576485.393142,299.858994493,1.00197759969,18.4
1194000,1193.99999998,-574609.367844,301.0416892,1.00182954958,18.4
1195000,1194.99999998,-576489.508443,298.807331959,1.00446442729,18.4
1196000,1195.99999998,-576958.153481,299.903495788,1.00544279564,18.4
1197000,1196.99999998,-577140.472479,301.289670832,1.00480366889,18.4
1198000,1197.99999998,-577331.571235,301.847140837,1.00597035544,18.4
1199000,1198.99999998,-577436.255097,300.268536507,1.00605689964,18.4
1200000,1199.99999998,-576127.827399,298.053639057,1.00615130556,18.4
1201000,1200.99999998,-577020.305711,299.77998486,1.00647140357,18.4
1202000,1201.99999998,-576862.887928,302.694476144,1.00774272576,18.4
1203000,1202.99999998,-576753.534403,301.287877091,1.00832048945,18.4
1204000,1203.99999998,-576675.128391,299.757501475,1.00632826543,18.4
1205000,1204.99999998,-576784.314283,299.334072678,1.00348022581,18.4
1206000,1205.99999998,-577512.35197,299.541939886,1.00688274829,18.4
1207000,1206.99999998,-576448.346212,300.947208269,1.00593349315,18.4
1208000,1207.99999998,-576999.537327,299.343471974,1.00690344552,18.4
1209000,1208.99999998,-576410.983896,299.149939126,1.00398305687,18.4
1210000,1209.99999998,-576198.892066,298.469792814,1.00289884615,18.4
1211000,1210.99999998,-577110.03426,300.103143741,1.00485787394,18.4
1212000,1211.99999998,-576374.666943,300.885508511,1.00681044435,18.4
1213000,1212.99999998,-576155.270598,302.318972973,1.00656224895,18.4
1214000,1213.99999998,-576627.070531,301.180790865,1.00448333181,18.4
1215000,1214.99999998,-577664.439325,300.259978906,1.00504795766,18.4
1216000,1215.99999998,-576810.62892,300.423221457,1.00429867303,18.4
1217000,1216.99999998,-576054.623739,302.937953149,1.00136119829,18.4
1218000,1217.99999998,-576394.66707,300.960338113,1.00328929001,18.4
1219000,1218.99999998,-576444.723945,299.193074694,1.00384181307,18.4
1220000,1219.99999998,-575986.404962,297.727121127,1.00285979157,18.4
1221000,1220.99999998,-575653.765077,295.943097445,1.00065887382,18.4
1222000,1221.99999998,-577255.254091,298.564249823,1.00035174762,18.4
1223000,1222.99999998,-575468.464689,301.912526185,1.00379982331,18.4
1224000,1223.99999998,-576757.935429,300.995766203,1.00414239227,18.4
1225000,1224.99999998,-583338.376128,299.908212648,1.00570183991,18.4
1226000,1225.99999998,-576611.597395,301.824996652,1.00532821465,18.4
1227000,1226.99999998,-575532.573919,300.16716743,1.0037862936,18.4
1228000,1227.99999998,-576262.911489,301.12643949,1.00413757336,18.4
1229000,1228.99999998,-577158.025817,301.69498752,1.00786187042,18.4
1230000,1229.99999998,-576517.571646,300.85612282,1.00580834113,18.4
1231000,1230.99999998,-577078.917239,300.421267171,1.00568509056,18.4
1232000,1231.99999998,-577766.521165,302.192635696,1.00481829174,18.4
1233000,1232.99999998,-576320.1457,297.21484789,1.00684089481,18.4
1234000,1233.99999998,-576894.31662,300.959098952,1.00654769745,18.4
1235000,1234.99999998,-576941.566792,303.357914665,1.00349676019,18.4
1236000,1235.99999998,-576488.007018,298.701855042,1.00173710416,18.4
1237000,1236.99999998,-575013.596724,295.815217298,1.00394526366,18.4
1238000,1237.99999998,-576758.019132,301.935870241,1.00774402237,18.4
1239000,1238.99999998,-575246.845025,299.526734821,1.00306460847,18.4
1240000,1239.99999998,-576314.324365,300.580957962,1.0073095709,18.4
1241000,1240.99999998,-575694.540506,299.115904137,1.00129339058,18.4
1242000,1241.99999998,-575418.420718,300.71451654,1.00362142894,18.4
1243000,1242.99999998,-575851.988072,300.588201592,1.00286263347,18.4
1244000,1243.99999998,-576559.495386,298.79910907,1.00565107137,18.4
1245000,1244.99999998,-576620.612794,300.416630664,1.00317976713,18.4
1246000,1245.99999998,-577690.510716,300.903349079,1.00576445577,18.4
1247000,1246.99999998,-576769.509907,298.438453703,1.00739414339,18.4
1248000,1247.99999998,-576665.54707,298.197219282,1.00534491868,18.4
1249000,1248.99999998,-576633.850969,300.416914125,1.00195137906,18.4
1250000,1249.99999998,-576493.650912,300.660692773,1.00387769584,18.4
1251000,1250.99999998,-575896.73196,300.245986443,1.00458450253,18.4
1252000,1251.99999998,-576512.35703,298.387403986,1.00334664079,18.4
1253000,1252.99999998,-574995.698885,300.030828014,1.00347154,18.4
1254000,1253.99999998,-575757.534289,302.020118608,1.00286660906,18.4
1255000,1254.99999998,-576652.348277,300.15060671,1.00698021842,18.4
1256000,1255.99999998,-577843.561521,300.849418537,1.00407707247,18.4
1257000,1256.99999998,-575686.975882,303.482163942,1.00589124913,18.4
1258000,1257.99999998,-576971.681449,301.236175185,1.00205838803,18.4
1259000,1258.99999998,-577335.095457,300.457182736,1.00654467029,18.4
1260000,1259.99999998,-576559.727031,299.31159226,1.0051675691,18.4
1261000,1260.99999998,-577339.363672,298.859508243,1.004703391,18.4
1262000,1261.99999998,-576506.511877,299.422851921,1.00650645758,18.4
1263000,1262.99999998,-575956.084103,301.056071018,1.00150374385,18.4
1264000,1263.99999998,-576673.653857,303.111636479,1.00167634149,18.4
1265000,1264.99999998,-575911.414536,299.954396114,1.00344098921,18.4
1266000,1265.99999998,-577492.231784,299.641756737,1.00862572779,18.4
1267000,1266.99999998,-577220.355733,300.407561015,1.00653311637,18.4
1268000,1267.99999998,-577307.531549,298.728946032,1.00586929377,18.4
1269000,1268.99999998,-577152.777998,299.873333533,1.00590159951,18.4
1270000,1269.99999998,-577411.559886,298.081483742,1.00597543218,18.4
1271000,1270.99999998,-576317.600187,300.173152534,1.00783331307,18.4
1272000,1271.99999998,-577096.522672,299.985129177,1.00679456235,18.4
1273000,1272.99999998,-576425.340237,300.001605835,1.00340936189,18.4
1274000,1273.99999998,-577135.918306,301.255955199,1.0056703737,18.4
1275000,1274.99999998,-575714.075123,301.472805746,1.00366771815,18.4
1276000,1275.99999998,-576179.214417,300.06778809,1.00675924353,18.4
1277000,1276.99999998,-582100.797082,299.759419868,1.00950884755,18.4
1278000,1277.99999998,-576206.410488,296.402359406,1.00446308511,18.4
1279000,1278.99999998,-577172.440726,298.440741055,1.00520197733,18.4
1280000,1279.99999998,-577424.286974,300.572430057,1.0081134859,18.4
1281000,1280.99999998,-577350.470207,300.611268135,1.00749879433,18.4
1282000,1281.99999998,-577151.335518,301.723856317,1.00427894713,18.4
1283000,1282.99999998,-576827.652691,300.299125397,1.00821217539,18.4
1284000,1283.99999998,-577634.575628,301.539199187,1.00820213876,18.4
1285000,1284.99999998,-575620.123704,297.008728997,1.00479536611,18.4
1286000,1285.99999998,-576834.218757,299.409024644,1.00376648546,18.4
1287000,1286.99999998,-577103.893922,299.369115943,1.0008225804,18.4
1288000,1287.99999998,-576310.419216,300.398703074,1.00321128928,18.4
1289000,1288.99999998,-575708.190245,298.561433723,1.00569033798,18.4
1290000,1289.99999998,-575802.628469,298.954543308,1.00307506511,18.4
1291000,1290.99999998,-575304.546148,301.550002221,1.00534304689,18.4
1292000,1291.99999998,-574431.259915,301.531873926,1.00479090966,18.4
1293000,1292.99999998,-575120.146718,299.947123875,1.00636402111,18.4
1294000,1293.99999998,-576273.079679,302.091132609,1.00306953786,18.4
1295000,1294.99999998,-576213.258902,299.745896776,1.00449754832,18.4
1296000,1295.99999998,-577355.283192,302.880360909,1.00437636,18.4
1297000,1296.99999998,-576318.606626,300.928579402,1.0034241776,18.4
1298000,1297.99999998,-575201.708724,299.32710079,1.00342126399,18.4
1299000,1298.99999998,-577285.477503,299.85312867,1.0036175162,18.4
1300000,1299.99999998,-577398.793368,299.757781692,1.00343137777,18.4
1301000,1300.99999998,-575808.83501,298.183258227,1.00291460767,18.4
1302000,1301.99999998,-575004.20385,297.87454508,1.0017913088,18.4
1303000,1302.99999998,-577033.959199,300.357033224,1.00257815189,18.4
1304000,1303.99999998,-575900.416995,301.399329849,1.00332546529,18.4
1305000,1304.99999998,-574945.665144,299.168692207,1.00477639623,18.4
1306000,1305.99999998,-576226.083618,302.261026139,1.00193983829,18.4
1307000,1306.99999998,-576008.501573,300.787833815,1.00559605714,18.4
1308000,1307.99999998,-577237.787732,300.684356516,1.00976388847,18.4
1309000,1308.99999998,-576842.564389,299.613537607,1.00440265968,18.4
1310000,1309.99999998,-576185.796431,297.911127844,0.999563608021,18.4
1311000,1310.99999998,-576932.402966,300.505639777,1.00400087605,18.4
1312000,1311.99999998,-577320.241021,299.778379939,1.00443251558,18.4
1313000,1312.99999998,-575813.552189,301.568608667,1.00058916907,18.4
1314000,1313.99999998,-576349.962245,299.717895196,1.00191615699,18.4
1315000,1314.99999998,-575123.346665,298.798754113,1.00367095062,18.4
1316000,1315.99999998,-575438.183409,302.167061015,1.0037232706,18.4
1317000,1316.99999998,-575137.708787,302.208524945,1.00358132705,18.4
1318000,1317.99999998,-574839.807023,298.013200243,1.00434903102,18.4
1319000,1318.99999998,-576103.421387,300.738867866,1.00645448334,18.4
1320000,1319.99999998,-575818.4269,299.0119171,1.00150561936,18.4
1321000,1320.99999998,-576460.446836,299.259367441,1.00290690653,18.4
1322000,1321.99999998,-576985.623787,300.305420786,1.00469960188,18.4
1323000,1322.99999998,-577148.884539,298.704869843,1.00120257702,18.4
1324000,1323.99999998,-575971.238718,300.809649784,1.00015352314,18.4
1325000,1324.99999998,-575462.830417,301.63636026,1.0025701309,18.4
1326000,1325.99999998,-576732.064173,300.514823286,1.00639497266,18.4
1327000,1326.99999998,-576607.050989,300.638640799,1.00496980248,18.4
1328000,1327.99999998,-577259.409266,297.650905422,1.00645608272,18.4
1329000,1328.99999998,-575844.193751,302.769773752,1.00281568905,18.4
1330000,1329.99999998,-574451.564695,303.370230313,1.00569023174,18.4
1331000,1330.99999998,-575800.495426,302.754602859,1.00729593126,18.4
1332000,1331.99999998,-575796.864231,299.548228597,1.00541564502,18.4
1333000,1332.99999998,-575360.372248,299.182727994,1.00364318975,18.4
1334000,1333.99999998,-575722.107545,298.903038619,1.00560363282,18.4
1335000,1334.99999998,-575023.778834,298.490383828,1.00163308145,18.4
1336000,1335.99999998,-576927.975774,298.697598263,1.00242703175,18.4
1337000,1336.99999998,-576038.346683,298.494281179,1.00250755589,18.4
1338000,1337.99999998,-576171.759291,298.031508544,1.00466009748,18.4
1339000,1338.99999998,-576905.552753,299.594194453,1.00603388576,18.4
1340000,1339.99999998,-576008.660085,300.556759841,1.00322542879,18.4
1341000,1340.99999998,-575481.149005,301.978581896,1.00294400101,18.4
1342000,1341.99999998,-575268.162484,300.375712074,1.00202578529,18.4
1343000,1342.99999998,-575923.915715,299.012850204,1.00408110867,18.4
1344000,1343.99999998,-575975.886547,300.526404997,1.00600740641,18.4
1345000,1344.99999998,-575698.222044,303.373220707,1.00225281077,18.4
1346000,1345.99999998,-574916.461938,301.233405663,1.00215349724,18.4
1347000,1346.99999998,-575168.935518,301.043300707,1.00094136186,18.4
1348000,1347.99999998,-575683.253375,301.059488771,1.00072252272,18.4
1349000,1348.99999998,-574826.907153,299.43493691,1.00202857774,18.4
1350000,1349.99999997,-575755.078509,297.847066931,1.00371516248,18.4
1351000,1350.99999997,-575331.6256,300.731589869,1.00001687894,18.4
1352000,1351.99999997,-575321.424237,300.814227579,1.00266814217,18.4
1353000,1352.99999997,-576435.2151,298.920627312,1.00244792571,18.4
1354000,1353.99999997,-577086.911047,300.089386795,1.00027743826,18.4
1355000,1354.99999997,-576448.963296,298.931136393,1.00055810872,18.4
1356000,1355.99999997,-576380.261849,299.816076772,1.00279769922,18.4
1357000,1356.99999997,-576580.594688,299.864567925,1.00276195415,18.4
1358000,1357.99999997,-576441.244793,300.510910446,1.00624430257,18.4
1359000,1358.99999997,-576428.236873,300.157164494,1.00476841504,18.4
1360000,1359.99999997,-576085.80993,300.710321967,1.00592531556,18.4
1361000,1360.99999997,-575982.387907,300.022708173,1.006280321,18.4
1362000,1361.99999997,-577376.771018,299.112010636,1.00969342108,18.4
1363000,1362.99999997,-577507.95932,297.915638386,1.00830822906,18.4
1364000,1363.99999997,-575926.572106,298.497217322,1.00629671288,18.4
1365000,1364.99999997,-575902.793909,301.83345476,1.00537920584,18.4
1366000,1365.99999997,-575695.040948,298.941567036,1.00458468544,18.4
1367000,1366.99999997,-574935.079276,298.222658951,1.00286261371,18.4
1368000,1367.99999997,-576002.893957,299.508599104,1.00429173202,18.4
1369000,1368.99999997,-576700.762937,298.50282518,1.00391378697,18.4
1370000,1369.99999997,-577347.009074,303.152115561,1.00678732226,18.4
1371000,1370.99999997,-575928.954012,300.883510573,1.00443884184,18.4
1372000,1371.99999997,-575089.331692,301.18416055,1.00146057941,18.4
1373000,1372.99999997,-575774.989715,301.775396074,1.00584984839,18.4
1374000,1373.99999997,-575249.813922,301.247124939,1.0050084067,18.4
1375000,1374.99999997,-575386.476797,299.527592142,1.00139853245,18.4
1376000,1375.99999997,-576524.559027,300.968216821,1.00361116893,18.4
1377000,1376.99999997,-577187.262621,300.897622002,1.00592387879,18.4
1378000,1377.99999997,-577065.811737,301.045211094,1.00866585313,18.4
1379000,1378.99999997,-576910.177969,298.213206486,1.00913655665,18.4
1380000,1379.99999997,-576407.385994,299.581234104,1.00479408497,18.4
1381000,1380.99999997,-576735.84135,298.546386849,1.00517403909,18.4
1382000,1381.99999997,-575538.847148,302.39572839,1.0027825976,18.4
1383000,1382.99999997,-576266.934826,303.039196295,1.00531904926,18.4
1384000,1383.99999997,-576055.090351,299.364365577,1.00470566654,18.4
1385000,1384.99999997,-575352.860066,303.714930799,1.00341497695,18.4
1386000,1385.99999997,-574121.825604,300.691914192,0.999907784174,18.4
1387000,1386.99999997,-574123.776031,297.049465109,0.998896669018,18.4
1388000,1387.99999997,-577011.289442,300.440504182,1.00555281466,18.4
1389000,1388.99999997,-577359.42948,299.821748108,1.0045630673,18.4
1390000,1389.99999997,-576156.205211,299.667776037,1.00350722646,18.4
1391000,1390.99999997,-576754.016213,298.726585037,1.00521268387,18.4
1392000,1391.99999997,-576581.609743,298.680408197,1.00483149398,18.4
1393000,1392.99999997,-576905.812441,300.155238116,1.0049440787,18.4
1394000,1393.99999997,-576516.014425,299.526226935,1.00526196199,18.4
1395000,1394.99999997,-575598.593775,299.835286322,1.00358278737,18.4
1396000,1395.99999997,-575921.636521,297.358975641,1.00479585402,18.4
1397000,1396.99999997,-576063.394031,299.796386975,1.00230762356,18.4
1398000,1397.99999997,-576477.563969,299.235099521,1.00665616634,18.4
1399000,1398.99999997,-576261.269228,298.240177048,1.00374328077,18.4
1400000,1399.99999997,-576922.563747,299.85411432,1.00527319217,18.4
1401000,1400.99999997,-577702.782129,299.426061027,1.00319239546,18.4
1402000,1401.99999997,-577816.251707,297.860214035,1.00628662666,18.4
1403000,1402.99999997,-576608.741549,301.069007039,1.00368032497,18.4
1404000,1403.99999997,-575826.816352,300.885285507,1.00629426881,18.4
1405000,1404.99999997,-577487.003315,301.211789241,1.00686284797,18.4
1406000,1405.99999997,-576595.711323,298.446385865,1.00544402043,18.4
1407000,1406.99999997,-575682.127417,300.344143363,1.0023764134,18.4
1408000,1407.99999997,-576836.419275,298.816525416,1.00714065075,18.4
1409000,1408.99999997,-576545.223375,300.406826825,1.00782349077,18.4
1410000,1409.99999997,-577593.043904,301.314728952,1.00431985479,18.4
1411000,1410.99999997,-577248.996918,300.3282152,1.00408794647,18.4
1412000,1411.99999997,-576746.266671,297.236946652,1.00234323851,18.4
1413000,1412.99999997,-576404.678332,298.45779811,1.00508208767,18.4
1414000,1413.99999997,-576825.111776,299.44001484,1.00464903326,18.4
1415000,1414.99999997,-576850.676641,301.016646213,1.00670027989,18.4
1416000,1415.99999997,-576663.441861,298.636295345,1.0061277235,18.4
1417000,1416.99999997,-576697.015382,300.6262441,1.00626432967,18.4
1418000,1417.99999997,-576621.472901,299.792797396,1.00514973262,18.4
1419000,1418.99999997,-576087.049159,299.567853672,1.00746026249,18.4
1420000,1419.99999997,-576113.53169,298.004068477,1.007871065,18.4
1421000,1420.99999997,-576332.272691,299.001624552,1.00328467049,18.4
1422000,1421.99999997,-576220.845626,301.433673133,1.00601857271,18.4
1423000,1422.99999997,-577056.806393,299.631750533,1.00021547592,18.4
1424000,1423.99999997,-575769.337811,297.972920468,1.0035731971,18.4
1425000,1424.99999997,-577456.382891,298.132186031,1.00589819143,18.4
1426000,1425.99999997,-577270.383006,301.394868416,1.00253448024,18.4
1427000,1426.99999997,-577526.569564,299.316902785,1.0057639395,18.4
1428000,1427.99999997,-577659.406712,298.971909817,1.00494957752,18.4
1429000,1428.99999997,-575441.351216,299.514070944,1.00287702013,18.4
1430000,1429.99999997,-575954.779226,299.758726448,1.0021861002,18.4
1431000,1430.99999997,-577428.718923,300.981139586,1.00574162459,18.4
1432000,1431.99999997,-576156.40081,302.47245988,1.00369404656,18.4
1433000,1432.99999997,-576574.643445,299.764633564,1.00593975406,18.4
1434000,1433.99999997,-575951.169752,299.594947539,1.00553047509,18.4
1435000,1434.99999997,-575652.595468,300.015283827,1.00678466748,18.4
1436000,1435.99999997,-577016.266654,301.086569498,1.00366453409,18.4
1437000,1436.99999997,-577153.217447,298.667303519,1.00378560778,18.4
1438000,1437.99999997,-577344.362805,298.455695662,1.00790510462,18.4
1439000,1438.99999997,-577152.989894,299.629226581,1.0060602541,18.4
1440000,1439.99999997,-576701.284411,297.839242512,1.00585156842,18.4
1441000,1440.99999997,-576085.073637,298.585151641,1.00118233564,18.4
1442000,1441.99999997,-577390.940172,299.883076474,1.00458519208,18.4
1443000,1442.99999997,-578093.391725,299.008043415,1.00703682541,18.4
1444000,1443.99999997,-576488.184892,300.350791096,1.00423453822,18.4
1445000,1444.99999997,-576771.324343,300.207074463,1.00549089056,18.4
1446000,1445.99999997,-577081.977523,299.487441051,1.00399059392,18.4
1447000,1446.99999997,-577023.47383,300.069603228,1.00573094452,18.4
1448000,1447.99999997,-575642.794357,297.468209256,1.00249280704,18.4
1449000,1448.99999997,-576149.900638,302.478441539,1.00733013748,18.4
1450000,1449.99999997,-577509.814475,299.31429119,1.00431220859,18.4
1451000,1450.99999997,-576229.538268,299.95725748,1.00528784444,18.4
1452000,1451.99999997,-576027.199555,306.269515875,1.00619140008,18.4
1453000,1452.99999997,-575666.45822,301.888428252,1.00804239941,18.4
1454000,1453.99999997,-576027.053977,297.655962574,1.00801443021,18.4
1455000,1454.99999997,-574743.598928,300.032345167,1.00041917739,18.4
1456000,1455.99999997,-576506.211734,298.956907857,1.00110783574,18.4
1457000,1456.99999997,-575757.238295,301.303189568,1.00553015028,18.4
1458000,1457.99999997,-576704.63694,300.14997623,1.00278285681,18.4
1459000,1458.99999997,-576611.416305,300.424562719,1.00492003141,18.4
1460000,1459.99999997,-576562.899103,299.707114372,1.00502285587,18.4
1461000,1460.99999997,-575189.646814,298.755812705,1.00334124151,18.4
1462000,1461.99999997,-575353.836282,299.856800581,1.00376844418,18.4
1463000,1462.99999997,-575774.488713,300.520073116,1.00277960841,18.4
1464000,1463.99999997,-576454.445287,301.299040916,1.00262627865,18.4
1465000,1464.99999997,-576156.871931,300.647221514,1.00464845107,18.4
1466000,1465.99999997,-576374.084171,301.516009599,1.00296243438,18.4
1467000,1466.99999997,-576311.547613,300.575342066,1.00669100288,18.4
1468000,1467.99999997,-576838.79506,301.660926349,1.00371146437,18.4
1469000,1468.99999997,-575144.137285,300.637954522,1.00144879183,18.4
1470000,1469.99999997,-575705.683441,298.995576572,1.00536828407,18.4
1471000,1470.99999997,-574867.544337,303.723874272,0.999076099267,18.4
1472000,1471.99999997,-575909.211326,302.131210981,1.00280098118,18.4
1473000,1472.99999997,-575677.390461,301.639533218,1.00243785228,18.4
1474000,1473.99999997,-574881.279598,302.182178258,1.0022225923,18.4
1475000,1474.99999997,-575214.302564,298.351495913,1.00207606215,18.4
1476000,1475.99999997,-575738.036911,302.256258098,1.0038105498,18.4
1477000,1476.99999997,-578395.329427,300.504702104,1.00615693268,18.4
1478000,1477.99999997,-576124.084333,297.757413218,1.00378950215,18.4
1479000,1478.99999997,-576155.473656,299.682088436,1.00218822413,18.4
1480000,1479.99999997,-575417.133329,300.58879477,1.00302349605,18.4
1481000,1480.99999997,-576712.216552,297.915785788,1.00688376524,18.4
1482000,1481.99999997,-576554.602914,300.408619015,1.00707981262,18.4
1483000,1482.99999997,-576361.716284,301.263205106,1.00291194731,18.4
1484000,1483.99999997,-576776.831226,298.653967216,1.00325064677,18.4
1485000,1484.99999997,-576075.072873,296.64743756,1.00295854489,18.4
1486000,1485.99999997,-576328.447891,300.510024884,1.00385425054,18.4
1487000,1486.99999997,-576342.571118,303.493738396,1.00019873742,18.4
1488000,1487.99999997,-576832.629507,300.754660843,1.00085358644,18.4
1489000,1488.99999997,-575413.744408,299.136525241,1.0040468652,18.4
1490000,1489.99999997,-576812.184654,302.26872106,1.00641153349,18.4
1491000,1490.99999997,-576190.743496,298.833672837,1.00331497729,18.4
1492000,1491.99999997,-575427.891394,300.85549717,1.00382667832,18.4
1493000,1492.99999997,-574608.661887,299.09928927,1.00159791098,18.4
1494000,1493.99999997,-575398.901637,298.76571371,1.00412950392,18.4
1495000,1494.99999997,-577352.359958,302.088119233,1.00259826376,18.4
1496000,1495.99999997,-575362.761277,300.773848668,1.00513403692,18.4
1497000,1496.99999997,-574618.317198,300.108247125,1.00564462746,18.4
1498000,1497.99999997,-576880.662197,299.254340876,1.00195795924,18.4
1499000,1498.99999997,-576531.105386,297.979893615,1.00473971279,18.4
1500000,1499.99999997,-576758.978218,300.668414605,1.00347208946,18.4
1501000,1500.99999997,-576855.099554,297.230944733,1.00750159158,18.4
1502000,1501.99999997,-576188.765944,298.611335181,1.00767084078,18.4
1503000,1502.99999997,-576313.262144,299.324694539,1.0092008272,18.4
1504000,1503.99999997,-577407.727124,302.818882396,1.01039490128,18.4
1505000,1504.99999997,-576590.800658,299.304906537,1.00829776174,18.4
1506000,1505.99999997,-578171.449372,299.301477049,1.00772560979,18.4
1507000,1506.99999997,-576362.409214,300.086938835,1.00564089125,18.4
1508000,1507.99999997,-576764.266602,299.686649063,1.00179331453,18.4
1509000,1508.99999997,-576676.601802,298.766035746,1.00051804957,18.4
1510000,1509.99999997,-574829.887593,299.739838378,1.00414998253,18.4
1511000,1510.99999997,-577486.73583,300.666306579,1.00515458784,18.4
1512000,1511.99999997,-577396.325727,299.211842013,1.00454634275,18.4
1513000,1512.99999997,-576180.094671,301.025764891,1.00599718743,18.4
1514000,1513.99999997,-576329.844064,300.944276544,1.00582124629,18.4
1515000,1514.99999997,-575768.47344,298.49238468,1.00251625572,18.4
1516000,1515.99999997,-574922.186529,300.105861825,1.00339559815,18.4
1517000,1516.99999997,-576435.067529,301.3587353,1.00357077657,18.4
1518000,1517.99999997,-574983.559478,300.293239411,1.00450311188,18.4
1519000,1518.99999997,-576462.874756,300.857150614,1.00453924054,18.4
1520000,1519.99999997,-576733.577813,298.190167355,1.00410652925,18.4
1521000,1520.99999997,-576765.316717,299.67541035,1.00577447597,18.4
1522000,1521.99999997,-575787.434372,302.820893576,1.00474542407,18.4
1523000,1522.99999997,-574855.283569,299.490458794,1.00134105203,18.4
1524000,1523.99999997,-575200.209925,300.534905539,1.00220161957,18.4
1525000,1524.99999997,-576655.161259,299.45899009,0.998861921419,18.4
1526000,1525.99999997,-576315.363427,300.528906002,1.00285595434,18.4
1527000,1526.99999997,-576081.897322,299.919822505,1.00620814507,18.4
1528000,1527.99999997,-575767.853397,299.092170129,1.0029341508,18.4
