#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
129000,129.0,-575342.074229,301.35242336,1.00291348567,18.5
130000,130.0,-576344.907997,298.953167931,1.00398054565,18.5
131000,131.0,-576011.066308,299.852885195,1.00642525102,18.5
132000,132.0,-576676.952765,303.102819609,1.00699265226,18.5
133000,133.0,-576475.82594,301.234798808,1.00170360654,18.5
134000,134.0,-576234.371116,299.6470924,1.0031729537,18.5
135000,135.0,-576088.622503,299.842992749,1.00502004628,18.5
136000,136.0,-576653.003253,299.6370215,1.00316581699,18.5
137000,137.0,-575957.753002,298.7921367,1.00756347285,18.5
138000,138.0,-575448.189587,298.716664151,1.00422853109,18.5
139000,139.0,-577505.511643,299.535079329,1.00836148305,18.5
140000,140.0,-575855.269646,300.026953503,1.00763253141,18.5
141000,141.0,-577436.058198,299.907422843,1.00682055397,18.5
142000,142.0,-575606.753067,300.902822848,1.00393302498,18.5
143000,143.0,-575605.687211,299.643942043,1.00243996534,18.5
144000,144.0,-576878.583242,299.290996817,1.0078401174,18.5
145000,145.0,-576405.719304,301.975334154,1.00571189203,18.5
146000,146.0,-576364.771618,300.411879225,1.00582802808,18.5
147000,147.0,-575237.723864,299.829712768,0.999175779699,18.5
148000,148.0,-576040.35459,299.560040049,1.00555305752,18.5
149000,149.0,-576356.544417,301.098842047,1.0081932911,18.5
150000,150.0,-576270.321961,299.658122871,1.00059953189,18.5
151000,151.0,-576017.382691,300.461215322,1.00284274489,18.5
152000,152.0,-576444.565175,299.820470475,1.00316499046,18.5
153000,153.0,-578188.92871,298.142711147,1.00629368961,18.5
154000,154.0,-576411.86728,298.511638843,1.00630883333,18.5
155000,155.0,-576601.685778,297.161038125,1.00145857307,18.5
156000,156.0,-577816.692109,300.870215329,1.00495335511,18.5
157000,157.0,-575666.134483,296.518563134,0.999994168832,18.5
158000,158.0,-578563.156893,298.994166985,1.00352478255,18.5
159000,159.0,-575579.94943,298.023308763,1.0000794862,18.5
160000,160.0,-576214.62552,299.80900178,1.00424391851,18.5
161000,161.0,-576281.552651,300.751478054,1.00334891021,18.5
162000,162.0,-576037.879349,297.331219731,1.00476230142,18.5
163000,163.0,-576448.346198,299.551208552,1.00261780675,18.5
164000,164.0,-575986.053623,300.645897533,1.0040745148,18.5
165000,165.0,-576705.152334,301.454328632,1.00489003111,18.5
166000,166.0,-576419.873744,299.260481033,1.00397532482,18.5
167000,167.0,-575747.691265,301.018923102,1.00613511785,18.5
168000,168.0,-576664.103761,299.061463565,1.0055850442,18.5
169000,169.0,-575938.271406,299.564579224,1.00362201798,18.5
170000,170.0,-576897.743777,299.872454567,1.0049108564,18.5
171000,171.0,-575867.968179,301.671261359,1.0022184482,18.5
172000,172.0,-576771.015299,299.33963124,1.00072480105,18.5
173000,173.0,-575907.241042,301.531433872,1.00158128593,18.5
174000,174.0,-576272.844473,300.789701069,1.00007467688,18.5
175000,175.0,-575996.002081,301.285493603,1.00478774063,18.5
176000,176.0,-575182.939606,300.152356566,1.00432344041,18.5
177000,177.0,-574644.388751,301.258350741,1.00277945845,18.5
178000,178.0,-574741.672393,300.296400375,1.00025094557,18.5
179000,179.0,-575257.688407,299.639581724,1.00435471389,18.5
180000,180.0,-575413.621868,300.25297942,0.998032160875,18.5
181000,181.000000001,-576063.592906,298.081937838,0.99860071544,18.5
182000,182.000000001,-576070.831628,298.926986071,0.999985176022,18.5
183000,183.000000001,-575993.351893,298.102227755,1.00435340394,18.5
184000,184.000000001,-578003.777601,298.972356075,1.00281848634,18.5
185000,185.000000001,-576383.398942,298.667593823,1.0000869543,18.5
186000,186.000000001,-577263.811018,301.815870417,1.00217612637,18.5
187000,187.000000001,-575583.462024,297.867348972,1.00466107085,18.5
188000,188.000000001,-576815.668395,301.904941813,1.00544690285,18.5
189000,189.000000001,-575172.508115,302.390961603,1.00184832836,18.5
190000,190.000000001,-576284.706294,301.804483917,1.00519607356,18.5
191000,191.000000001,-574986.360693,301.616965394,0.999983109595,18.5
192000,192.000000001,-573941.641843,300.568076533,1.00042556997,18.5
193000,193.000000001,-575892.846595,301.920602763,1.00283990133,18.5
194000,194.000000001,-576618.278023,297.613565179,1.00609575568,18.5
195000,195.000000001,-576048.623701,300.686947715,1.00484801489,18.5
196000,196.000000001,-576537.291499,302.09225197,1.00494361535,18.5
197000,197.000000001,-576688.727695,301.830702976,1.00695838861,18.5
198000,198.000000001,-576392.803771,302.043292384,1.00416884883,18.5
199000,199.000000001,-574860.540328,298.779882384,1.0052257715,18.5
200000,200.000000001,-576847.213129,301.562952472,1.00358877667,18.5
201000,201.000000001,-576350.458618,298.872082615,1.00168608673,18.5
202000,202.000000001,-575591.70321,300.513015898,1.0049517165,18.5
203000,203.000000001,-575580.53933,300.163725409,1.0014113183,18.5
204000,204.000000001,-575715.130733,299.465242335,1.0017838086,18.5
205000,205.000000001,-576204.656523,301.82296315,1.00896510967,18.5
206000,206.000000001,-576230.081916,299.42607663,1.00318951528,18.5
207000,207.000000001,-576181.558076,300.152832497,1.00544192526,18.5
208000,208.000000001,-577471.878805,301.382550998,1.0068530435,18.5
209000,209.000000001,-576106.871538,302.148850453,1.00369444436,18.5
210000,210.000000001,-576498.430413,301.907057288,1.00570160706,18.5
211000,211.000000001,-575697.64008,300.717049606,1.00638486582,18.5
212000,212.000000001,-576380.188192,298.661529464,1.0064079177,18.5
213000,213.000000001,-575244.868913,299.247076555,1.00389669794,18.5
214000,214.000000001,-575636.42869,301.754544254,1.0049398475,18.5
215000,215.000000001,-575533.559539,297.865731866,1.00404102271,18.5
216000,216.000000001,-576389.296642,301.125395049,1.00422672518,18.5
217000,217.000000001,-575972.861451,298.836759472,1.00352091914,18.5
218000,218.000000001,-575986.906811,300.20284376,1.00359239069,18.5
219000,219.000000001,-575941.527305,300.638955017,1.00827608072,18.5
220000,220.000000001,-576194.557986,298.315304101,1.00415634326,18.5
221000,221.000000001,-576187.923737,299.289177135,1.00658682628,18.5
222000,222.000000001,-576209.319838,300.633465691,1.0061357603,18.5
223000,223.000000001,-577269.039791,296.859490635,1.00519066828,18.5
224000,224.000000001,-575006.295982,300.726003658,1.00579531832,18.5
225000,225.000000001,-575865.088655,299.701298161,1.00435167807,18.5
226000,226.000000001,-576071.044383,297.918093504,1.00507233322,18.5
227000,227.000000001,-575893.755457,299.413684136,1.00149253913,18.5
228000,228.000000001,-575835.580215,299.836934029,1.00346945086,18.5
229000,229.000000001,-576246.149988,302.229591809,1.00162906563,18.5
230000,230.000000001,-574636.015723,298.90196013,1.00378038974,18.5
231000,231.000000001,-574536.156012,300.888260939,1.00190471793,18.5
232000,232.000000001,-576454.840736,300.710703459,1.00244127923,18.5
233000,233.000000001,-574920.878433,301.654605156,1.00531511797,18.5
234000,234.000000001,-574948.826867,298.236112092,1.00165140166,18.5
235000,235.000000001,-575623.690378,298.645010467,1.00383699022,18.5
236000,236.000000001,-576525.112482,300.256465575,1.0051678103,18.5
237000,237.000000001,-576170.333242,302.259556758,1.00241324934,18.5
238000,238.000000001,-575695.820413,301.578027857,1.00405555102,18.5
239000,239.000000001,-575325.054481,301.545874499,1.00101448214,18.5
240000,240.000000001,-575365.491734,303.186560583,1.00674207846,18.5
241000,241.000000001,-576551.112552,299.166730944,1.00518873419,18.5
242000,242.000000001,-575722.946873,298.482583809,1.00200358376,18.5
243000,243.000000001,-576080.242636,299.983008756,1.00222471136,18.5
244000,244.000000001,-574520.155327,297.538065343,1.00163447835,18.5
245000,245.000000001,-576430.146682,300.071153818,1.00474789722,18.5
246000,246.000000001,-577679.649566,299.90903129,1.00533773413,18.5
247000,247.000000001,-577129.474018,297.891331048,1.0054760623,18.5
248000,248.000000001,-575322.340953,297.752842195,1.00341897044,18.5
249000,249.000000001,-576167.01587,301.808534969,1.00435706911,18.5
250000,250.000000001,-575688.558107,298.826208445,1.00568159464,18.5
251000,251.000000001,-576357.732704,299.332756478,1.00542550369,18.5
252000,252.000000001,-576243.452472,300.420465266,1.00655330555,18.5
253000,253.000000001,-576677.933191,301.026970923,1.00909256061,18.5
254000,254.000000001,-575956.01304,300.253066043,1.00362319166,18.5
255000,255.000000001,-576122.936396,301.750919743,1.00033517085,18.5
256000,256.000000001,-577572.996975,299.028609003,1.00618921159,18.5
257000,257.000000001,-577277.304576,299.261548687,1.00519483045,18.5
258000,258.000000001,-577399.340154,300.918545647,1.00115554081,18.5
259000,259.000000001,-584323.859259,301.651165291,1.0019025858,18.5
260000,260.000000001,-576538.40546,297.141652476,1.00434027538,18.5
261000,261.000000001,-574360.453763,297.852192011,1.00114303905,18.5
262000,262.000000001,-575544.851253,299.998010778,1.00364453076,18.5
263000,263.000000001,-577187.315081,300.247418896,1.00681773908,18.5
264000,264.000000001,-577812.983437,298.173661754,1.00654712739,18.5
265000,265.000000001,-575992.691442,301.849015891,1.00449138792,18.5
266000,266.000000001,-575216.753546,297.726639182,1.00226034349,18.5
267000,267.000000001,-575453.709636,298.27386437,0.99981051572,18.5
268000,268.000000001,-575973.894031,299.433517686,1.00036354349,18.5
269000,269.000000001,-576138.133254,301.743995592,1.00531251088,18.5
270000,270.000000001,-575529.519046,300.216220153,1.00139970503,18.5
271000,271.000000001,-576373.763933,301.289084296,1.00497911734,18.5
272000,272.0,-576402.605862,298.743938345,1.00481800441,18.5
273000,273.0,-575512.468917,299.550242612,1.00521171575,18.5
274000,274.0,-576260.860389,300.261143002,1.0050849144,18.5
275000,275.0,-576628.704722,301.803691823,1.00522266277,18.5
276000,276.0,-575672.741486,300.673083035,1.00119510377,18.5
277000,277.0,-575654.137485,302.571232236,1.0051519604,18.5
278000,278.0,-576530.615644,299.655833036,1.00666338336,18.5
279000,279.0,-575914.464495,301.874404547,0.999876401768,18.5
280000,280.0,-575171.084543,299.376613354,1.00226143783,18.5
281000,281.0,-575965.887392,299.819035292,1.00126850406,18.5
282000,282.0,-575399.574236,298.267504516,1.0024008669,18.5
283000,283.0,-575312.402528,300.481782658,1.00059475428,18.5
284000,284.0,-576541.330436,300.204056119,1.00332358391,18.5
285000,285.0,-576025.69678,303.348222207,1.00243457095,18.5
286000,286.0,-574649.99929,298.048785577,1.0010309346,18.5
287000,287.0,-574949.791954,299.001571852,1.00252546525,18.5
288000,288.0,-574444.947689,301.261829642,1.00089268862,18.5
289000,289.0,-575123.703964,300.547346129,1.00286384389,18.5
290000,290.0,-576223.649809,299.908097626,1.00639883025,18.5
291000,291.0,-576104.582367,300.561295605,1.00615823944,18.5
292000,292.0,-575855.303598,299.745946359,1.0083058423,18.5
293000,293.0,-575650.857007,301.501202464,1.00435273174,18.5
294000,294.0,-575556.835709,301.50457814,1.00112900164,18.5
295000,295.0,-574973.403892,303.375079244,1.00014111247,18.5
296000,296.0,-575257.953877,302.682019067,1.00466544523,18.5
297000,297.0,-574704.321541,297.799540702,1.00644718286,18.5
298000,298.0,-576199.420788,301.922502362,1.00699407467,18.5
299000,299.0,-577664.228514,297.949456371,1.00516599246,18.5
300000,300.0,-576021.344384,298.922930683,1.002509667,18.5
301000,301.0,-576734.228099,298.781799255,1.00338480258,18.5
302000,302.0,-575820.265326,299.062050818,1.00418368617,18.5
303000,303.0,-574968.902098,302.03965801,1.00609250416,18.5
304000,304.0,-574946.549345,299.197342855,1.00498265174,18.5
305000,305.0,-577019.329395,300.168918289,1.00378332842,18.5
306000,306.0,-575589.946387,299.415711834,1.00097899996,18.5
307000,307.0,-575996.31485,299.901864574,1.00389860629,18.5
308000,308.0,-575969.2059,301.817208038,1.00758253329,18.5
309000,309.0,-574926.96144,299.480278242,1.00601002552,18.5
310000,310.0,-576321.939378,299.561323759,1.00202598437,18.5
311000,311.0,-575590.578032,299.455508239,0.998608877896,18.5
312000,312.0,-575750.987817,299.48746275,1.00297139094,18.5
313000,313.0,-575640.543229,300.931690676,1.00464625258,18.5
314000,313.999999999,-575708.063213,302.73174239,1.00574387343,18.5
315000,314.999999999,-576495.574093,302.694919517,1.00398220716,18.5
316000,315.999999999,-575931.830922,299.054957031,1.0064033644,18.5
317000,316.999999999,-575480.843645,299.248306797,1.00001141854,18.5
318000,317.999999999,-575289.915113,300.684699566,1.00232749306,18.5
319000,318.999999999,-575785.228802,302.824558743,1.00439891986,18.5
320000,319.999999999,-575839.957983,299.796686329,1.00405361288,18.5
321000,320.999999999,-574898.035169,300.19247342,1.00445402835,18.5
322000,321.999999999,-575568.237308,300.660821065,1.00211528296,18.5
323000,322.999999999,-576613.577194,300.636687657,1.00295582077,18.5
324000,323.999999999,-574479.528371,299.195160173,1.00392430738,18.5
325000,324.999999999,-576030.457657,299.453098293,1.00274295939,18.5
326000,325.999999999,-575981.228963,297.724271777,1.00566816026,18.5
327000,326.999999999,-575679.02102,299.305792539,1.00564992784,18.5
328000,327.999999999,-576589.573147,301.411707127,1.00536593989,18.5
329000,328.999999999,-576300.294858,300.505528202,1.00412522518,18.5
330000,329.999999999,-575756.392682,301.208652897,1.00580107407,18.5
331000,330.999999999,-575867.377603,302.455695489,1.00343838904,18.5
332000,331.999999999,-575119.011225,301.308062621,1.00292082086,18.5
333000,332.999999999,-575386.741803,300.160146506,1.00167232851,18.5
334000,333.999999999,-576308.764431,301.036514066,1.00114767504,18.5
335000,334.999999999,-574924.14594,300.713854265,1.00052161901,18.5
336000,335.999999999,-575891.226798,299.911100486,1.00166910611,18.5
337000,336.999999999,-574142.226477,301.327844673,1.00390615983,18.5
338000,337.999999999,-574354.251013,300.837761768,1.00591856038,18.5
339000,338.999999999,-573674.587075,299.315886082,1.00631006979,18.5
340000,339.999999999,-576337.742106,300.399638442,1.00896191633,18.5
341000,340.999999999,-577367.46764,300.49726085,1.00734620641,18.5
342000,341.999999999,-576693.123888,298.578529893,1.0062764667,18.5
343000,342.999999999,-575891.836518,300.655176065,1.00146894334,18.5
344000,343.999999999,-575153.902306,300.109826265,1.0013821207,18.5
345000,344.999999999,-575800.052018,299.597719328,0.997740120071,18.5
346000,345.999999999,-576230.645101,302.358929189,1.00400683481,18.5
347000,346.999999999,-576036.132966,301.546987562,1.00469082658,18.5
348000,347.999999999,-576270.731591,302.108319469,1.00586879302,18.5
349000,348.999999999,-575829.219168,298.674214715,1.00315205998,18.5
350000,349.999999999,-575241.398074,301.538390889,1.00351274865,18.5
351000,350.999999999,-575609.089695,299.425107356,1.00310161061,18.5
352000,351.999999999,-577405.518923,299.602714262,1.00724059354,18.5
353000,352.999999999,-575390.513655,297.913990437,1.00433760957,18.5
354000,353.999999999,-576185.635639,298.459585241,1.00131703047,18.5
355000,354.999999999,-576140.766919,301.073683699,1.00326912783,18.5
356000,355.999999998,-577398.035305,299.699436078,1.00746719406,18.5
357000,356.999999998,-575281.940208,302.365729319,1.00234255062,18.5
358000,357.999999998,-576333.832999,301.042992713,1.00616248128,18.5
359000,358.999999998,-576577.547802,299.571190327,1.00620839724,18.5
360000,359.999999998,-576384.337229,300.335033467,1.00601991784,18.5
361000,360.999999998,-576309.416869,299.614371634,1.00431831654,18.5
362000,361.999999998,-575261.141384,299.364086555,1.00338665428,18.5
363000,362.999999998,-576084.383351,301.335873518,1.00143018384,18.5
364000,363.999999998,-575468.490349,301.787135359,1.00412875513,18.5
365000,364.999999998,-575449.477017,298.573410222,1.00055427783,18.5
366000,365.999999998,-576135.271753,299.046602873,1.00191665376,18.5
367000,366.999999998,-576116.726899,300.195618011,1.00345914768,18.5
368000,367.999999998,-576620.797575,300.138726308,1.00577165147,18.5
369000,368.999999998,-576886.648238,302.173805716,1.00685673322,18.5
370000,369.999999998,-575562.586551,302.221469541,1.00579771167,18.5
371000,370.999999998,-576073.73465,302.89100414,1.00383058035,18.5
372000,371.999999998,-576889.554367,298.83047046,1.00367187877,18.5
373000,372.999999998,-577311.823922,297.347641262,1.00614302434,18.5
374000,373.999999998,-576274.695302,300.25112095,1.00930877962,18.5
375000,374.999999998,-577685.693387,301.019597484,1.01023934306,18.5
376000,375.999999998,-577068.468919,299.707221115,1.004102045,18.5
377000,376.999999998,-577014.409219,300.2932829,1.00581907754,18.5
378000,377.999999998,-575776.512448,300.143105005,1.00383206774,18.5
379000,378.999999998,-575449.677078,298.966516325,0.998502045866,18.5
380000,379.999999998,-576445.009313,301.08158743,1.00481583855,18.5
381000,380.999999998,-576027.75155,299.362687473,1.0042040911,18.5
382000,381.999999998,-577766.683696,302.095962705,1.00636998042,18.5
383000,382.999999998,-577011.400272,301.212924145,1.00798783564,18.5
384000,383.999999998,-574954.599677,303.033985376,1.00412600457,18.5
385000,384.999999998,-575836.198621,300.682397258,1.0058556147,18.5
386000,385.999999998,-576070.680615,300.275669394,1.00312254049,18.5
387000,386.999999998,-575053.950913,302.375629531,1.00566587022,18.5
388000,387.999999998,-576384.35619,300.68569804,1.00638835634,18.5
389000,388.999999998,-576370.886986,301.742721309,1.00708931045,18.5
390000,389.999999998,-575496.117473,297.880135858,1.00452585828,18.5
391000,390.999999998,-576638.544537,299.856074665,1.00419106706,18.5
392000,391.999999998,-576699.992004,299.675224618,1.00742259966,18.5
393000,392.999999998,-576442.186124,300.049691282,1.00638276104,18.5
394000,393.999999998,-577139.011839,299.258976247,1.00896346667,18.5
395000,394.999999998,-575766.294478,301.449060929,1.00632222958,18.5
396000,395.999999998,-577433.762989,298.475128028,1.00470212448,18.5
397000,396.999999998,-576302.225956,299.878195294,1.00171755661,18.5
398000,397.999999998,-576029.166284,301.938001678,1.00489323343,18.5
399000,398.999999997,-576416.132555,302.192972077,1.00137590967,18.5
400000,399.999999997,-575177.04243,300.730688091,1.00097011414,18.5
401000,400.999999997,-576209.327793,301.583902266,1.00062380833,18.5
402000,401.999999997,-575257.588266,299.944219114,1.00334525675,18.5
403000,402.999999997,-575162.31935,298.568161727,0.998850093895,18.5
404000,403.999999997,-576594.083828,296.862849764,1.00442638588,18.5
405000,404.999999997,-575989.919968,298.026924906,1.00663102068,18.5
406000,405.999999997,-575748.442313,298.22653412,1.00244189434,18.5
407000,406.999999997,-577405.051801,300.735570662,1.01073872162,18.5
408000,407.999999997,-575721.635912,297.096525559,1.00433292937,18.5
409000,408.999999997,-576847.928886,302.966133655,1.00585451966,18.5
410000,409.999999997,-577170.791795,297.162268966,1.00401449142,18.5
411000,410.999999997,-576677.471517,300.206517063,1.0046593064,18.5
412000,411.999999997,-576137.618966,300.788701228,1.00536279899,18.5
413000,412.999999997,-578009.634559,298.755896906,1.0091088609,18.5
414000,413.999999997,-576621.433835,300.033248025,1.00269050348,18.5
415000,414.999999997,-574883.906412,298.414571937,1.00168522207,18.5
416000,415.999999997,-576170.534069,299.488148125,0.998755599501,18.5
417000,416.999999997,-576759.697019,302.266007679,1.00419213567,18.5
418000,417.999999997,-575902.874611,300.662392021,1.00353689888,18.5
419000,418.999999997,-577103.738683,297.668892794,1.00615601773,18.5
420000,419.999999997,-577268.79233,301.590358646,1.00554221359,18.5
421000,420.999999997,-577073.385609,303.095875934,1.00566805909,18.5
422000,421.999999997,-576415.074511,299.546123482,1.00456978008,18.5
423000,422.999999997,-576469.901001,300.439295869,1.00369205351,18.5
424000,423.999999997,-575315.049992,297.916484092,1.00647566941,18.5
425000,424.999999997,-576442.401285,299.844711513,1.00507797737,18.5
426000,425.999999997,-575521.912499,299.377181807,1.00257861699,18.5
427000,426.999999997,-576191.38383,302.868756901,1.00513375306,18.5
428000,427.999999997,-576166.775094,301.992834607,1.00386756977,18.5
429000,428.999999997,-576887.997322,299.070761864,1.00323581264,18.5
430000,429.999999997,-575420.516998,300.282593668,0.998294769793,18.5
431000,430.999999997,-576770.750944,301.821477367,1.00511660337,18.5
432000,431.999999997,-576135.376533,298.868169803,0.999520264086,18.5
433000,432.999999997,-576005.271472,301.100346771,1.0055621217,18.5
434000,433.999999997,-576337.556771,301.12707623,1.0043599123,18.5
435000,434.999999997,-575767.382792,298.815746091,1.00155482164,18.5
436000,435.999999997,-577446.431116,300.812687988,1.00457301834,18.5
437000,436.999999997,-575236.261927,299.399027972,1.0020689554,18.5
438000,437.999999997,-576732.185702,301.692999671,1.00391218231,18.5
439000,438.999999997,-577137.366265,299.362216315,1.00931696285,18.5
440000,439.999999997,-576709.807268,301.045876486,1.00451221608,18.5
441000,440.999999996,-575941.936441,299.603179924,1.00256938653,18.5
442000,441.999999996,-575862.269562,303.309024505,1.00288423119,18.5
443000,442.999999996,-575656.108468,299.732767576,1.00447965006,18.5
444000,443.999999996,-574831.200126,301.030367491,1.00360452011,18.5
445000,444.999999996,-575061.035827,301.051816353,1.00465677132,18.5
446000,445.999999996,-576370.057216,301.320796962,1.00720574549,18.5
447000,446.999999996,-575962.533652,297.731402258,0.998502904848,18.5
448000,447.999999996,-577073.682081,300.959575872,1.00252280767,18.5
449000,448.999999996,-575250.506842,299.463579225,1.00342158732,18.5
450000,449.999999996,-574672.12642,300.270539506,1.00203432519,18.5
451000,450.999999996,-575949.782982,302.677644419,1.00338910841,18.5
452000,451.999999996,-575894.554361,299.538373768,1.00305408365,18.5
453000,452.999999996,-575684.014516,299.459487216,1.00187382221,18.5
454000,453.999999996,-576153.570354,300.540978329,1.00312609681,18.5
455000,454.999999996,-578067.774267,299.833454392,1.00781936956,18.5
456000,455.999999996,-578931.325097,298.038541292,1.01159374993,18.5
457000,456.999999996,-576832.624709,302.727231897,1.00694148277,18.5
458000,457.999999996,-575415.093996,300.408261287,1.00226214006,18.5
459000,458.999999996,-576106.623044,302.620058687,0.999546288063,18.5
460000,459.999999996,-576420.072978,300.640052573,1.00166243382,18.5
461000,460.999999996,-577954.849027,300.525287826,1.00819093761,18.5
462000,461.999999996,-576404.399217,299.746412657,1.00548223084,18.5
463000,462.999999996,-576619.913467,299.249571117,1.00835511953,18.5
464000,463.999999996,-576951.00057,299.115792301,1.00907203053,18.5
465000,464.999999996,-576875.651146,300.322116724,1.00705821932,18.5
466000,465.999999996,-574779.916964,299.916958989,1.00527548757,18.5
467000,466.999999996,-576887.069209,300.569689037,1.00770069135,18.5
468000,467.999999996,-576657.679778,301.109004221,1.00607402465,18.5
469000,468.999999996,-574931.962581,299.457705034,1.0044018481,18.5
470000,469.999999996,-576406.215696,302.595755124,1.00138643452,18.5
471000,470.999999996,-576600.1183,297.594747237,1.0047960177,18.5
472000,471.999999996,-574849.607949,299.042104783,1.0043882154,18.5
473000,472.999999996,-576152.871288,299.543963998,1.00393417274,18.5
474000,473.999999996,-575615.56992,302.624552612,1.00567025445,18.5
475000,474.999999996,-575968.792126,298.290759275,1.00310709862,18.5
476000,475.999999996,-575651.599332,299.475727604,0.99880968756,18.5
477000,476.999999996,-575665.962822,300.012344064,1.00390606647,18.5
478000,477.999999996,-576164.027068,299.944907618,1.00490772368,18.5
479000,478.999999996,-576398.127435,301.707707966,1.0044493246,18.5
