16-11-16 08:42:34 pyemma.coordinates.clustering.kmeans.MiniBatchKmeansClustering[2] INFO     Cluster centers converged after 708 steps.
17-11-16 12:32:41 pyemma.msm.estimators.bayesian_msm.BayesianMSM[28] WARNING  Ignored error during estimation: Stationary distribution contains entries smaller than 1e-15 during iteration
17-11-16 12:41:49 pyemma.msm.estimators.bayesian_msm.BayesianMSM[29] WARNING  Ignored error during estimation: Stationary distribution contains entries smaller than 1e-15 during iteration
17-11-16 12:50:51 pyemma.msm.estimators.bayesian_msm.BayesianMSM[30] WARNING  Ignored error during estimation: Stationary distribution contains entries smaller than 1e-15 during iteration
17-11-16 12:59:56 pyemma.msm.estimators.bayesian_msm.BayesianMSM[31] WARNING  Ignored error during estimation: Stationary distribution contains entries smaller than 1e-15 during iteration
17-11-16 13:09:03 pyemma.msm.estimators.bayesian_msm.BayesianMSM[32] WARNING  Ignored error during estimation: Stationary distribution contains entries smaller than 1e-15 during iteration
17-11-16 13:18:07 pyemma.msm.estimators.bayesian_msm.BayesianMSM[33] WARNING  Ignored error during estimation: Stationary distribution contains entries smaller than 1e-15 during iteration
17-11-16 13:27:12 pyemma.msm.estimators.bayesian_msm.BayesianMSM[34] WARNING  Ignored error during estimation: Stationary distribution contains entries smaller than 1e-15 during iteration
17-11-16 13:36:17 pyemma.msm.estimators.bayesian_msm.BayesianMSM[35] WARNING  Ignored error during estimation: Stationary distribution contains entries smaller than 1e-15 during iteration
17-11-16 13:45:22 pyemma.msm.estimators.bayesian_msm.BayesianMSM[36] WARNING  Ignored error during estimation: Stationary distribution contains entries smaller than 1e-15 during iteration
17-11-16 13:54:27 pyemma.msm.estimators.bayesian_msm.BayesianMSM[37] WARNING  Ignored error during estimation: Stationary distribution contains entries smaller than 1e-15 during iteration
