title,r_cdock_cdock_affinity,r_psp_Prime_Energy,r_i_glide_ecoul,r_i_glide_eff_state_penalty,r_i_glide_einternal,r_i_glide_emodel,r_i_glide_energy,r_i_glide_evdw,r_i_glide_gscore,r_i_glide_ligand_efficiency,r_i_glide_ligand_efficiency_ln,r_i_glide_ligand_efficiency_sa
SGS nophenyl,-4.066677321925,-6834.4886940983,-6.69988775253,0.5325,0.0999519824982,-36.7070521658,-27.3932032585,-20.693315506,-3.38466768604,-0.150114088739,-0.723085767357,-0.400564681495
SGS nophenyl,-2.85863256692,-6788.06429933323,-2.69995379448,0.6527,0.00545636285096,-23.0474353666,-16.8667495251,-14.1667957306,-1.64854516738,-0.0524129035464,-0.252468138724,-0.1398586781
