title,r_cdock_cdock_affinity,r_psp_Prime_Energy,r_i_glide_ecoul,r_i_glide_eff_state_penalty,r_i_glide_einternal,r_i_glide_emodel,r_i_glide_energy,r_i_glide_evdw,r_i_glide_gscore,r_i_glide_ligand_efficiency,r_i_glide_ligand_efficiency_ln,r_i_glide_ligand_efficiency_sa
SGS phenyl,-4.23663392207,-7193.87319206299,-8.5619134903,0.548,1.06824064255,-40.6995528457,-32.3960599899,-23.8341464996,-4.46354469624,-0.150597872932,-0.919552823961,-0.446145605987
SGS phenyl,-3.31332367044,-7143.69365421522,-5.64034605026,0.5431,0.501577973366,-30.0882963865,-24.6631903648,-19.0228443146,-2.87100843315,-0.0895349397364,-0.546701657034,-0.265246906666
